"Abraham Bradley, Jr.",Hannah Smith
Minor characters of Days of our Lives,<small>Emma Donovan (deceased) (Married prior to 1984; Divorced 1985)
Minor characters of Days of our Lives,Bonita Jean Bradford (dissolved by her death)
Minor characters of Days of our Lives,Calliope Jones
Minor characters of Days of our Lives,Kimberly Brady
Minor characters of Days of our Lives,Madeline Rutherford (divorced)
Minor characters of Days of our Lives,Marlena Evans
Minor characters of Days of our Lives,Philip Kiriakis
Minor characters of Days of our Lives,Trista Evans (dissolved by her death)
Minoru Yasui,True Shibata
Minta Durfee,(1908-1925)
Minta Durfee,Roscoe Arbuckle
Minyekyawswa,Saw Minhla
Mir-Hossein Mousavi,(m. 1969)
Mir-Hossein Mousavi,Zahra Rahnavard
Mira Mihelič,", painter"
Mira Nair,(divorced)
Mira Nair,Mahmood Mamdani
Mira Nair,Mitch Epstein
Mira Sorvino,Christopher Backus (2004-present)
Mirabeau B. Lamar,Henrietta Maffitt
Mirabeau B. Lamar,Tabitha Jordan Lamar (died 1830)
Mirai Yamamoto,Kippei Shiina (2003-present)
Miranda Hobbes,(husband)
Miranda Hobbes,Steve Brady
Miranda Otto,Peter O'Brien
Miranda Otto,Peter O'Brien (actor)
Miranda Priestly,"""B-DAD"" in novel; Stephen in film. One previous marriage"
Miranda Raison,(separated July 2009)
Miranda Raison,Raza Jaffrey
Miraz,Prunaprismia
Mircea Ionescu-Quintus,Viorica Ionescu-Quintus
Mireille Enos,(2008-present)
Mireille Enos,Alan Ruck
Mireille Guiliano,Edward Guiliano
Mireya Moscoso,Arnulfo Arias
Mireya Moscoso,Ricardo Gruber
Miri Bohadana,Babo Kobo (?-present)
Miriam A. Ferguson,James Edward Ferguson
Miriam Cooper,1916
Miriam Cooper,1926
Miriam Cooper,Raoul Walsh
Miriam Defensor Santiago,"Narciso Y. Santiago, Jr."
Miriam Flynn,Will Aldis (? - ?) 2 children
Miriam González Durántez,(m. 2000-present)
Miriam González Durántez,Nick Clegg
Miriam Hopkins,(1937&ndash;1939)
Miriam Hopkins,Anatole Litvak
Miriam Hopkins,Austin Parker (1931&ndash;1932)
Miriam Hopkins,Brandon Peters (1926&ndash;1931)
Miriam Hopkins,Raymond B. Brock (1945&ndash;1951)
Miriam M. Johnson,Benton Johnson
Miriam O'Callaghan,(1983 - 1995)
Miriam O'Callaghan,(2000 - present)
Miriam O'Callaghan,Steve Carson
Miriam O'Callaghan,Tom McGurk
Miriam Seegar,(??-1957) (his death)
Miriam Seegar,Tim Whelan
Miriam Yeung,"Miriam Yeung and Real Ting secretly married; Real admits, Miriam avoids"
Miriam Yeung,Real Ting (2009 - present)
Mirjana Marković,(1965&ndash;2006)
Mirko Filipović,Klaudija
Miron Constantinescu,Sulamita Bloch-Constantinescu
Mirta Diaz-Balart,(m.1948-1955)
Mirta Diaz-Balart,Fidel Castro
Mirtha Legrand,(1946-1994)
Mirtha Legrand,Daniel Tinayre
Mirwaiz Umar Farooq,"Sheeba Masoodi, Citizen of United States."
Mirza Ismail,Zeebundeh Begum Shirazi
Misael Pastrana Borrero,Maria Cristina Arango Vega
Misha Collins,Victoria Vantoch (2002-present)
Mishal Husain,Meekal Hashmi
Mishal Raheja,None
Mishka Schneiderova,(1987-dissolved)
Mishka Schneiderova,Igor
Miss Canfield (television character),Single
Miss Ellie Ewing,(1938-1981)
Miss Ellie Ewing,(1984-present)
Miss Ellie Ewing,Clayton Farlow
Miss Ellie Ewing,Jock Ewing
Miss Kumari,Hormice Thaliath
Missi Pyle,Antonio Sacre
Missy Margera,(2007-present)
Missy Margera,Bam Margera
Mitch Daniels,Cheri Lynn Herman Daniels
Mitch English,Raquel Carter
Mitch Harper,Dawn Wilson
Mitch Hedberg,Lynn Shawcroft
Mitch Holthus,Tami Johnson
Mitch Landrieu,Cheryl P. Quirk
Mitch Laurence,(annulled; 2002)
Mitch Laurence,(annulled; 2003)
Mitch Laurence,Dorian Lord
Mitch Laurence,Natalie Buchanan
Mitch Leery,(wife)
Mitch Leery,Gail Leery
Mitch McConnell,Divorce
Mitch McConnell,Elaine Chao
Mitch McConnell,Sherrill Redmon (
Mitch McConnell,div.
Mitch Rouse,Andrea Bendewald
Mitchel McLaughlin,Mary-Lou McLaughlin
Mitchell Baker,Casey Dunn
Mitchell Hepburn,Eva Burton
Mitchell Leisen,Sandra Gahle
Mitchell Rubin,Ruth Arnao
Mitchell Symons,Penny Symons
Mitchell Van Yahres,Elizabeth Louise Franklin
Mithun Chakraborty,(1982-present)
Mithun Chakraborty,Yogeeta Bali
Mitrasen,Shyamkali Yadav
Mitsuko Aoyama,Heinrich Coudenhove-Kalergi
Mitt Romney,Ann Romney
Mitzi Gaynor,(his death)
Mitzi Gaynor,1954
Mitzi Gaynor,2006
Mitzi Gaynor,Jack Bean
Mitzi Green,(1942-1969) her death
Mitzi Green,Joseph Pevney
Mitzi Kapture,Bradley Kapture (1982-?) (divorced) 2 children
Mitzi McCall,(1960&ndash;present)
Mitzi McCall,Charlie Brill
Miyako Yoshida,Takashi Endo
Miyoko Akaza,Toshiya Fujita
Miyoko Akaza,Toshiya Fujita (director)
Miyoshi Umeki,Randall Hood (1968&ndash;1976)
Miyoshi Umeki,Wynn Opie (1958&ndash;1967)
Miyuki Hatoyama,Yukio Hatoyama
Miyuki Matsuda,(1983-1989) (his death)
Miyuki Matsuda,Yusaku Matsuda
Miyuki Ueda,Isao Sasaki
Mizan Zainal Abidin of Terengganu,Raja Permaisuri Agong Tuanku Nur Zahirah
Mizan Zainal Abidin of Terengganu,Sultanah Nur Zahirah
Mizuko Ito,Scott Fisher
Mizuko Ito,Scott Fisher (technologist)
Mo Denis,Susan Cook
Mo Mowlam,Jon Norton
Mo'Nique,Mark Jackson
Mo'Nique,Sidney Hicks
Moazzam Begg,Zaynab Begg
Mobutu Sese Seko,(Deceased)
Mobutu Sese Seko,Bobi Ladawa
Mobutu Sese Seko,Marie-Antoinette Mobutu
Modesto Maidique,Nancy Maidique
Modjeska Monteith Simkins,Andrew Whitfield Simkins
Moe Amery,Mary
Moe Howard,(1925-1975)
Moe Howard,Helen Schonberger
Mohamad Hassan (Menteri Besar),Salbiah Tengku Nujumudin
Mohamed Al-Fayed,(1985-present)
Mohamed Al-Fayed,1954
Mohamed Al-Fayed,1956
Mohamed Al-Fayed,Samira Khashoggi
Mohamed Amin Didi,Fathimath Saeedh
Mohamed Azmin Ali,Shamsida Taharin
Mohamed Boudiaf,Fatiha Boudiaf
Mohamed Harkat,Sophie Lamarche Harkat
Mohamed Hashish,"Dr. Nadia Afifi, DDS"
Mohamed Khir Toyo,Datin Seri
Mohamed Khir Toyo,Zahrah Kechik
Mohamed Nasheed,Laila Ali Abdulla
Mohamed Rajabdeen,Shah N Rajabdeen
Mohamed Zahir Ismail,Toh Puan Halimatun Sa'adiah Chik
Mohammad Ali (actor),Zeba
Mohammad Ali Ashraf Fatmi,Shireen Tasnim
Mohammad Ali Fardin,Mehri Khomaarloo
Mohammad Gharib,Zahra Gharib
Mohammad Hamid Ansari,Salma Ansari
Mohammad Hashem Zamani,Mir Zaman Khan
Mohammad Hassan Mirza,Aziz Aghdas
Mohammad Hassan Mirza,Homayoun-os-Saltaneh
Mohammad Hassan Mirza,Mahin Banou Malek-Mansour
Mohammad Hassan Mirza,Mohtaram-os-Saltaneh
Mohammad Hassan Mirza,Shams-ol-Molouk
Mohammad Hatta,Rahmi Rachim
Mohammad Iqbal Khan,Sneha Chhabra Khan (2007 - present)
Mohammad Khan Qaraei-Torbati,Tabas
Mohammad Khan Qaraei-Torbati,daughter of Amir Hasan Khan Sheybani of
Mohammad Khan Qaraei-Torbati,daughter of Mohammad Khan of Shahr-e-Now
Mohammad Khan Qaraei-Torbati,unknown
Mohammad Khatami,(m. 1974)
Mohammad Khatami,Zohreh Sadeghi
Mohammad Mosaddegh,Zahra Khanum (m. 1901)
Mohammad Nizar Jamaluddin,Datin Seri Fatimah Taat
Mohammad Shahabuddin,Hena Shahab
Mohammad Tahir Khan,Shaheen Bano
Mohammad-Ali Rajai,(1958-1981)
Mohammad-Ali Rajai,Ateghe Sediqi
Mohammad-Bagher Ghalibaf,Zahra Moshiri
Mohammad-Reza Bateni,married
Mohammad-Reza Khatami,Zahra Eshraghi
Mohammad-Reza Mahdavi Kani,(m. 1955)
Mohammad-Reza Mahdavi Kani,Soraya Mohammadian
Mohammad-Rezā Shāh Pahlavi,(m.1941 ; div.1948)
Mohammad-Rezā Shāh Pahlavi,(m.1951 ; div.1958)
Mohammad-Rezā Shāh Pahlavi,(m.1959 ; wil.1980)
Mohammad-Rezā Shāh Pahlavi,Farah Diba
Mohammad-Rezā Shāh Pahlavi,Fawzia of Egypt
Mohammad-Rezā Shāh Pahlavi,Princess Fawzia Fuad of Egypt
Mohammad-Rezā Shāh Pahlavi,Soraya Esfandiary-Bakhtiari
Mohammed Adil Shah,1)
Mohammed Adil Shah,3)
Mohammed Adil Shah,Begum D/o Hazrat Abdur Rahman Quadri2) Khudeeja Sultana of Golkonda
Mohammed Adil Shah,Jahan
Mohammed Adil Shah,Shah Jahan
Mohammed Adil Shah,Taj
Mohammed Adil Shah,Uroos Begum
Mohammed Ibn Chambas,Khadija Ibn Chambas
Mohammed Muqueem,Sahida Khatoon
Mohammed Nadir Shah,Mah Parwar Begum
Mohammed Odeh al-Rehaief,Iman
Mohammed Salim (politician),Dr. Rosina Khatun
Mohammed VI of Morocco,Princess Lalla Salma
Mohammed VI of Morocco,Princess Lalla Salma of Morocco
Mohammed Waheed Hassan,Ilham Hussain
Mohammed Zahir Shah,Humaira Begum
Mohammed bin Rashid Al Maktoum,Haya bint Al-Hussein
Mohammed bin Rashid Al Maktoum,Haya bint Hussein
Mohammed bin Rashid Al Maktoum,Hind bint Maktoum bin Juma Al Maktoum
Mohan Babu,Nirmala Devi Manchu
Mohan Jena,Harapriya Panigrahi
Mohan Kumaramangalam,Kalyani
Mohan Rawale,Indira Mohan Rawale
Mohan Singh,Urmila Singh
Mohanbhai Sanjibhai Delkar,Kalaben Mohanbhai Delkar
Mohanbir Sawhney,"Tia (divorced), Parminder"
Mohandas Karamchand Gandhi,Kasturba Gandhi
Mohanlal filmography,Suchitra (1988 - Present)
Mohanlal,Suchithra (1988-Present)
Mohd Khalil Yaakob,Toh Puan Datuk Zurina Kassim
Mohd Noh Dalimin,Prof. Datin Dr. Maryati Mohamed
Mohiddin Badsha II,Jaharunnisa Begum
Mohite Subodh Baburao,Seema S. Mohite
Mohnish Behl,Ekta Behl
Mohnyin Thado,Shin Bo-Me
Mohnyin Thado,Shin Mi-Myat
Mohnyin Thado,Shin Sawbu
Mohsen Mirdamadi,Zahra Mojaradi
Mohsen Rezaee,Massoumeh Rezaee
Mohsin Razi,Sarwat Razi
Mohsina Kidwai,Khalil R. Kidwai
Moira Brooker,(1985-present)
Moira Brooker,Anthony Milner
Moira Harris,(1981-present)
Moira Harris,Gary Sinise
Moira Orfei,Walter Nones
Moira Redmond,(1962 - 1972)
Moira Redmond,Anthony Hughes
Moira Redmond,Anthony Hughes (actor)
Moira Redmond,Herbert Wise
Moira Shearer,Ludovic Kennedy
Molefi Kete Asante,Ana Yenenga
Moll Pitcher,Robert Pitcher
Mollie Huston Lee,Dr. James S. Lee
Mollie McConnell,Sherwood MacDonald (? - ?)
Mollie McConnell,William A. McConnell (1890 - 1905)
Mollie Milligan,Brian Fabian
Mollie Sneden,George Calhoun(?)
Mollie Sneden,Robert Sneden Jr.
Mollie Sugden,(1958-2000)
Mollie Sugden,William Moore
Mollie Sugden,William Moore (actor)
Molly Blane,Jonas Blane
Molly Bloom,(m. 1888)
Molly Bloom,Leopold Bloom
Molly Brant,Sir William Johnson
Molly Conlan McKinnon,"Jacob ""Jake"" McKinnon"
Molly Conlan McKinnon,(dissolved)
Molly Conlan McKinnon,(divorced)
Molly Conlan McKinnon,Jake McKinnon
Molly Conlan McKinnon,Mr. Conlan
Molly Corbett Broad,Robert W. Broad
Molly Henderson,Alex Henderson
Molly Henneberg,Chris Nagle
Molly Kelly,Arthur Luptowski
Molly Lamont,(his death)
Molly Lamont,1938
Molly Lamont,1975
Molly Lamont,Edward Bellande
Molly McGreevey,(1976-2003) (his death)
Molly McGreevey,Earl Hindman
Molly McKay,Davina Kotulski
Molly McKay,Wife
Molly McKay,http://www.ebar.com/news/article.php?sec=news&article=3317
Molly O'Day,(divorced)
Molly O'Day,1934
Molly O'Day,1951
Molly O'Day,Jack Durant
Molly O'Day,James Kenaston (1952-1956)
Molly Picon,Jacob Kalich (1919&ndash;1975) (his death)
Molly Ringwald,(2007-present)
Molly Ringwald,Panio Gianopoulos
Mombi,unknown
Momoe Yamaguchi,Tomokazu Miura
Mona Barrie,1938
Mona Barrie,1964
Mona Barrie,Paul Macklin Bolton
Mona Best,John Best
Mona Darkfeather,(1912-1928)
Mona Darkfeather,Alfred G. Wessling (1928-1935)
Mona Darkfeather,Frank Montgomery
Mona Darkfeather,Frank Montgomery (1937-1944)
Mona Fong,(1997-)
Mona Fong,Run Run Shaw
Mona Freeman,Jack Ellis (1961-present)
Mona Freeman,Pat Nerney (1945-1952) (divorced)
Mona Kane Tyler,(dissolved; 1980-1986)
Mona Kane Tyler,(divorced)
Mona Kane Tyler,Dr. Charles Tyler
Mona Kane Tyler,Eric Kane
Mona Sutphen,Clyde Williams
Mona Zaki,(2002-)
Mona Zaki,Ahmed Helmi
Monce Joseph,Soniya
Moncena Dunn (soldier),Mary N Hicks
Moncena Dunn,"Lois Woodward (married 1891, divorced 1907)"
Moncena Dunn,Elizabeth Weiland (married 1907)
Monford Orloff,Janice Diamond Orloff
Mongkut,(1851)
Mongkut,(1851-1861)
Mongkut,(1861 - death)
Mongkut,Debsirindra
Mongkut,Pannarai
Mongkut,Princess
Mongkut,Queen
Mongkut,Somanas Vadhanavadi
Moni Kumar Subba,Joyti Subba
Moni Moshonov,Sandra Sadeh
Monica Bedi,none
Monica Bellucci,Vincent Cassel
Monica C. Lozano,Marcelo Centanino (divorced)
Monica Edwards,"William (""Bill"") Ferdinand Edwards"
Monica Geller,(2001- )
Monica Geller,Chandler Bing
Monica Horan,Philip Rosenthal
Monica Lamb-Powell,Felix Powell
Monica Lewis,(1956 - 1996) 3 children
Monica Lewis,Jennings Lang
Monica Maughan,Rowland Ball (1968-2010)
Monica Maughan,W. Brian Essex (1954-195?)
Monica Morrow,V. Craig Jordan
Monica Novotny,Michael Foley
Monica Potter,Daniel Christopher Allison (2005&ndash;present)
Monica Potter,Tom Potter (1990&ndash;1998)
Monica Prieto-Teodoro,Gilbert Teodoro
Monica Quartermaine,"Alan Quartermaine, Sr."
Monica Quartermaine,(1st time; divorced)
Monica Quartermaine,(2nd time; dissolved by his death)
Monica Quartermaine,(divorced)
Monica Quartermaine,Alan Quartermaine
Monica Quartermaine,Jeff Webber
Monica Woods,Walt Gray
Monique D. Davis,divorced
Monique Gabrielle,Tony Angove
Monique Guay,widow
Monique Jérôme-Forget,Claude E. Forget
Monique Parent,Harry Johansing (1995-2005) (divorced)
Monique Roy Verville,Marc Verville
Monique Vinh Thuy,(m.1972 died.1997)
Moniru Ravanipor,Babak Takhti
Monomohun Ghose,Swarnalata
Monroe Saffold Jr.,Patricia Saffold (1974-present)
Monroe Sweetland,Lillie Megrath
Monta Bell,Betty Lawford
Montagu Love,Gertrude Love (1908-1928) (divorced)
Montagu Love,Marjorie Hollis (1929-1943) (his death)
Monte Cook,Sue Weinlein
Monte Cook,Sue Weinlein Cook
Monte Hale,Cherie DeCastro
Monte Hale,Joanne Hale
Monte Markham,Klaire Keevil Hester (1961-present)
Monte Solberg,Debbie Solberg
Monteagle Stearns,Antonia Riddleberger
Montel Williams,Rochele See (1982-89) Grace Morley (1992-2000)
Montel Williams,Tara Fowler (2007-present)
Montgolfier brothers,None
Montgomery Blair,Mary Elizabeth Woodbury Blair
Monty Don,Sarah Don
Monty Hall,Marilyn Hall (1947-present)
Moominmamma,Moominpappa
Moominmamma,husband
Moominpappa,Moominmamma
Moominpappa,wife
Moon Griffon,Tonia Digirolamo Griffon (born 1963)
Moon Kook-hyun,Park Su-ae
Moon Landrieu,Verna Satterlee Landrieu
Moon Moon Sen,Bharat Dev Varma
Moon So-ri,Jang Jun-hwan
Moran family,Judy Moran
Moran family,Trish Kane
Mordecai Barbour,Elizabeth Strode
Mordecai Barbour,Sally Haskell Byrne
Mordecai Ham,"(1) Bessie Simmons Ham (married 1900-1905, her death)"
Mordecai Ham,"(2) Annie Laurie Smith Ham (married 1907-1961, his death)"
Mordecai Kaplan,"Lena Rubin (c.1885-1958), Rivka Rieger"
Morey Amsterdam,1942
Morey Amsterdam,1996
Morey Amsterdam,Kay Patrick
Morgan Braithwaite,"(husband, separated)"
Morgan Braithwaite,Gerald Tippett
Morgan Brittany,Jack Gill (1981-present)
Morgan Bulkeley,Fannie Bulkeley
Morgan D. Peoples,"Gwendolyn Sanderson Peoples (married 1943-1998, his death)"
Morgan Fairchild,Jack Calmes (1967&ndash;1973) (divorced)
Morgan Foster Larson,Adda Schmidt
Morgan Foster Larson,Jennie Brogger
Morgan Freeman,Jeanette Adair Bradshaw (1967&ndash;1979) (divorced)
Morgan Freeman,Myrna Colley-Lee (1984&ndash;2007)
Morgan Griffith,Hilary Davis
Morgan Lewis (governor),Gertrude Livingston
Morgan Philpot,Natalie
Morgan Spurlock,Alexandra Jamieson (2006-present)
Morgan Tsvangirai,Susan Tsvangirai
Morgan Wallace,Louise Chapman Wallace (?-1962) (her death)
Morgan Webb,Rob Reid
Morgan Weisser,"Allison Creelman (September 8, 2002 - 2008) Divorced"
Morihiro Hosokawa,Kayoko Hosokawa
Morio Higaonna,Alanna Higaonna
Moritz Leuenberger,Gret Loewensberg
Moritz Rabinowitz,Johanne Goldberg
Morley A. Hudson,(1) Lucy North Hudson (deceased)(2) Catherine Franks Hudson
Morley Safer,Jane Fearer
Morne Steyn,Christelle Van Zyl
Morrie Lanning,Ruthie
Morris Ankrum,(1935-1964) (his death) 2 children
Morris Ankrum,Gillian Gilbert (? - ?)
Morris Ankrum,Joan Wheeler
Morris Cerullo,"Theresa, 1952-present"
Morris Chestnut,2 children
Morris Chestnut,Pam Byse (1995&ndash;present)
Morris Iemma,Santina Raiti
Morris Kight,Roy Zucheran
Morris Sullivan,Rose Sullivan
Morris W. Turner,"MaryLou Seward Turner (married, 1950-his death)"
Mort Gerberg,Judith Gerberg
Mort Kondracke,Marguerite Sallee (2006-Present)
Mort Kondracke,Millicent Martinez (Deceased)
Mort Sahl,China Lee (1967-1991)
Mort Sahl,Kenslea Sahl (1997-present)
Mort Sahl,Sue Babior (1955-1958)
Morten Korch,Sophie Petrea Bruun
Mortimer Folchart,Teresa Folchart
Morton Minsky,Ruth Goldstein
Morton Mower,Tobia Kurland
Morton Sobell,Helen Levitov (1945-1980)
Morty Seinfeld,Helen Seinfeld
Moses Alexander,Helena Kaestner Alexander
Moses Gill,Unknown
Moses H. Cone,Bertha Lindau
Moses Kimball,"Boston, MA"
Moses Kimball,"Memorial Biographies of the New England Historic Genealogical Society, v. IX 1890-1897"
Moses Kimball,1908
Moses Kimball,240.
Moses Kimball,Frances Lavinia Hathawayr
Moses Kimball,New England Historic Genealogical Society
Moses Robinson,Mary Fay (1st)
Moses Robinson,Susannah Howe (2nd)
Moses Sofer,(1st);
Moses Sofer,(2nd)
Moses Sofer,Sarah Malka Jerwitz Sofer
Moses Sofer,Sorel (Sarah) Eiger Sofer
Moses T. Stevens,Charlotte Osgood Stevens
Moses Wisner,Angeolina Hascall
Moses Young,Albina McCoy
Moshe David Tendler,Shifra Feinstein
Moshe Katsav,Gila Katsav
Moss Hart,Kitty Carlisle
Mostafizur Rahman Fizar,Unknown
Mostyn Hanger,Greta Lumley Robertson
Moti Tikaram,(deceased)
Motiur Rahman Nizami,Shamsunnahar Nizami
Motomu Azaki,Honoka Suzuki
Moultrie Kelsall,Ruby Dun
Mourad Topalian,Arpi Topalian
Movita Castaneda,(1939-1944) (divorced)
Movita Castaneda,Jack Doyle
Movita Castaneda,Marlon Brando
Moyna Macgill,(1919-1924) (divorced; 1 child)
Moyna Macgill,(1924-1935) (his death; 3 children)
Moyna Macgill,Edgar Lansbury
Moyna Macgill,Edgar Lansbury (politician)
Moyna Macgill,Reginald Denham
Moyra Fraser,Douglas Sutherland (?-?) (divorced) 1 child
Moyra Fraser,Roger Lubbock (?-?) (his death) 2 children
Mr and Mrs Beaver,Mr Beaver
Mr and Mrs Beaver,Mrs Beaver
Mr. Big (Sex and the City),(wife)
Mr. Big (Sex and the City),Barbara (ex-wife)
Mr. Big (Sex and the City),Carrie Bradshaw
Mr. Big (Sex and the City),Natasha (ex-wife)
Mr. Edwards,- Grace Snider
Mr. Edwards,- Unknown
Mr. Edwards,1st
Mr. Edwards,2nd
Mr. McGregor,Mrs. McGregor
Mrs Bradley,Widowed (thrice)
Mrs Brown-Potter,James Brown-Potter
Mrs Lee Mida,Lee W. Mida
Mrs. Fiske,"Harrison Grey Fiske (March 19, 1890 - February 15, 1932)"
Mrs. Fiske,"LeGrand White (1882 - June 25, 1888)"
Mrs. Kensington,Louis Kensington(unseen)
Mrs. Leslie Carter,"Leslie Carter (May 26, 1880 - May 22, 1889)"
Mrs. Leslie Carter,"Louis Payne (July 13, 1906 - November 13, 1937])"
Mrs. Lovett,Albert Lovett (deceased)
Mrs. Rabbit,Mr. Rabbit (deceased)
Mswati III of Swaziland,14 wives concurrently
Mu Nianci,(not legally wed)
Mu Nianci,Yang Kang
Mufi Hannemann,Gail Mukaihata Hannemann
Mugdha Godse,None
Muhamed Haneef,Firdous Arshiya
Muhamed Sacirbey,Susan Sacirbey
Muhammad Ali Jinnah,Emibai Jinnah
Muhammad Ali Jinnah,Maryam Jinnah
Muhammad Ali Jinnah,Rattanbai Petit
Muhammad Ali al-Abid,Zahra al-Yusuf
Muhammad Asad,"Elsa Schiemann, Munira Asad, Pola Hameeda Asad"
Muhammad Haji Ibrahim Egal,(1)
Muhammad Haji Ibrahim Egal,(2)
Muhammad Haji Ibrahim Egal,(3)
Muhammad Haji Ibrahim Egal,Asha Saeed Aabi
Muhammad Haji Ibrahim Egal,Edna Adan
Muhammad Haji Ibrahim Egal,Kaltum Haji Dahir
Muhammad Ismail,Jamal Hameeda Bi
Muhammad Loutfi Goumah,Nafeesa Muhammad Fahmy Al-Ebrashy
Muhammad Muhammad Taib,Asbi Rohani Asnan
Muhammad XII of Granada,Morayma
Muhammad al-Baqir,Fatimah bint al-Qasim ibn Muhammed ibn Abi Bakr
Muhammad al-Baqir,Umm Farwah
Muhammad al-Baqir,Umm Hakim bint Usayd ibn al-Mughira al-Thaqafi
Muhammad al-Taqi,151
Muhammad al-Taqi,2004
Muhammad al-Taqi,A Brief History of The Fourteen Infallibles
Muhammad al-Taqi,Ansariyan Publications
Muhammad al-Taqi,Qum
Muhammad ibn Ismail,Fatima
Muhammed Zafar Iqbal,Yasmeen Haque
Muhriz of Negeri Sembilan,Tuanku Aishah Rohani Tengku Besar Mahmud
Muhyiddin Yassin,Noorainee Abdul Rahman
Muir Russell,Eileen Alison Mackay
Mukesh (actor),(1989-2007)
Mukesh (actor),(divorced)
Mukesh (actor),Saritha
Mukesh Ambani,Nita Ambani
Mukhlesur Rahman Chowdhury,Begum Sufia Mukhles Chowdhury
Mukhriz Mahathir,Norzietah Zakaria
Mukhtar Abbas Naqvi,Seema Naqvi
Mukhtaran Bibi,2009
